3.9423822757737853e-01, 7.4924371849802024e-02, 6.0135526689269483e-02
3.9294315673407154e-01, 7.4804248381110397e-02, 6.0132250465410819e-02
3.9291199248206343e-01, 7.4967767498939603e-02, 5.9655123401984568e-02
3.9420680853733636e-01, 7.5089755016607362e-02, 5.9658094318397650e-02
3.9292596160199594e-01, 7.4894517150101508e-02, 5.9166269569609672e-02
3.9422054208314750e-01, 7.5017537153909825e-02, 5.9168302759824834e-02
3.9298948789304045e-01, 7.4560461409287446e-02, 5.8728592600271280e-02
3.9428377832863498e-01, 7.4684246924773476e-02, 5.8729840789497251e-02
3.9311350997670391e-01, 7.3903777128073347e-02, 5.8368766496509510e-02
3.9440732193751710e-01, 7.4029047817025517e-02, 5.8370506701766127e-02
3.9596085729921093e-01, 7.5083709451827116e-02, 6.0139722499160567e-02
3.9592910905384859e-01, 7.5251474184351241e-02, 5.9662127731498274e-02
3.9594251667400276e-01, 7.5180761270370267e-02, 5.9171293615361380e-02
3.9600534294558143e-01, 7.4848741233317223e-02, 5.8731776524935719e-02
3.9612824591399487e-01, 7.4195560942010685e-02, 5.8373027211356072e-02
3.9824746575566972e-01, 7.5294448223508309e-02, 6.0145013363343186e-02
3.9821529768875430e-01, 7.5465198560527816e-02, 5.9667625900366679e-02
3.9822825112756305e-01, 7.5396711055626467e-02, 5.9175767136488207e-02
3.9829049146219503e-01, 7.5066816813091491e-02, 5.8734835362375455e-02
3.9841253640039054e-01, 7.4416395938562585e-02, 5.8376731324569296e-02
4.0127568069242209e-01, 7.5572232544134338e-02, 6.0151547064868964e-02
4.0124298676123965e-01, 7.5746622356749505e-02, 5.9675155374979118e-02
4.0125530277434679e-01, 7.5681466245245896e-02, 5.9182562552329829e-02
4.0131669645067947e-01, 7.5355141597162112e-02, 5.8739748315243638e-02
4.0143759091123932e-01, 7.4708523550818182e-02, 5.8382249582471263e-02
4.0527560885453784e-01, 7.5936969542047816e-02, 6.0159388272820150e-02
4.0524227308172733e-01, 7.6115607793972084e-02, 5.9685512386727646e-02
4.0525369002398087e-01, 7.6055477406917760e-02, 5.9193017201152380e-02
4.0531384866737485e-01, 7.5735140363757641e-02, 5.8747750716467352e-02
4.0543319663673055e-01, 7.5093838200626678e-02, 5.8390570886090724e-02
4.1054372113058030e-01, 7.6411865198056511e-02, 6.0171029037118302e-02
4.1050944372367015e-01, 7.6597295031217288e-02, 5.9697448814894860e-02
4.1051984987882478e-01, 7.6542040356541136e-02, 5.9202625986365824e-02
4.1057869107128325e-01, 7.6226386536017571e-02, 5.8754614454164397e-02
4.1069606874991665e-01, 7.5591561422028095e-02, 5.8398639084891610e-02
4.1745814661999397e-01, 7.7029328186159027e-02, 6.0184198126007685e-02
4.1742280658637465e-01, 7.7222135448539536e-02, 5.9714155659594738e-02
4.1743176909923074e-01, 7.7174895020444417e-02, 5.9219137568950239e-02
4.1748860918111813e-01, 7.6868741544058483e-02, 5.8767686748558146e-02
4.1760336700803513e-01, 7.6243284960570396e-02, 5.8411956215689252e-02
4.2649940433137490e-01, 7.7824877735019088e-02, 6.0201810874400428e-02
4.2646264877345719e-01, 7.8028046425257125e-02, 5.9734214049972721e-02
4.2646988505966915e-01, 7.7989900404984602e-02, 5.9237312805547344e-02
4.2652436529786991e-01, 7.7693785049198133e-02, 5.8782064706422235e-02
4.2663577318269091e-01, 7.7080335004708053e-02, 5.8427032367603764e-02
4.3826914931178385e-01, 7.8844700564836001e-02, 6.0222894722137862e-02
4.3823070007034015e-01, 7.9060233848658124e-02, 5.9760029356807014e-02
4.3823568615709052e-01, 7.9034478442013750e-02, 5.9262436556761118e-02
4.3828700650875613e-01, 7.8753014324059151e-02, 5.8803085788839110e-02
4.3839403977552077e-01, 7.8156141635411139e-02, 5.8447662394377008e-02
4.5347151211341308e-01, 8.0373582909884181e-02, 5.9792383270812474e-02
4.5347365590419580e-01, 8.0363887647664833e-02, 5.9295524525936505e-02
4.5352087658130513e-01, 8.0102462687995590e-02, 5.8832187472044703e-02
