4.00001123926327E-01,1.99800273940103E-03,-2.81138126258390E-02,
3.99995013379730E-01,1.99731603642955E-03,-2.81136502094289E-02,
3.99972378123703E-01,4.70071676121922E-03,-2.97805981883739E-02,
3.99978484595182E-01,4.70139871219631E-03,-2.97807666274626E-02,
3.99928584813959E-01,7.55824375788904E-03,-3.16178354014855E-02,
3.99934687644338E-01,7.55891240749218E-03,-3.16180052264515E-02,
3.99867250934191E-01,1.03044471143672E-02,-3.34671556016638E-02,
3.99873350594270E-01,1.03051021718266E-02,-3.34673261062505E-02,
4.00017266883437E-01,1.99981714738604E-03,-2.81142418417186E-02,
3.99994616641165E-01,4.70320172239210E-03,-2.97812124935928E-02,
3.99950809917740E-01,7.56068148473321E-03,-3.16184555944692E-02,
3.99889464345275E-01,1.03068364796131E-02,-3.34677791444378E-02,
4.00059913738087E-01,2.00461054970088E-03,-2.81153756628381E-02,
4.00037234670016E-01,4.70796501313789E-03,-2.97823903066178E-02,
3.99993402128843E-01,7.56535513065969E-03,-3.16196453041134E-02,
3.99932034041408E-01,1.03114182710536E-02,-3.34689759112158E-02,
4.00172579206441E-01,2.01727425962670E-03,-2.81183703782392E-02,
4.00149823985291E-01,4.72054916967785E-03,-2.97855012749425E-02,
4.00105923239489E-01,7.57770246233864E-03,-3.16227877251795E-02,
4.00044495672793E-01,1.03235229418284E-02,-3.34721369971127E-02,
4.00470221415414E-01,2.05073223029370E-03,-2.81262774281460E-02,
4.00447265003451E-01,4.75379694632542E-03,-2.97937156818615E-02,
4.00403184076777E-01,7.61032459561779E-03,-3.16310853914447E-02,
4.00341599380284E-01,1.03555040244343E-02,-3.34804841195753E-02,
4.01256538573552E-01,2.13914087526163E-03,-2.81471354896616E-02,
4.01233050631308E-01,4.84165010314710E-03,-2.98153873783217E-02,
4.01188493761625E-01,7.69652496047559E-03,-3.16529782021761E-02,
4.01126494019443E-01,1.04400109660039E-02,-3.35025086066750E-02,
4.03333841722194E-01,2.37282902402555E-03,-2.82020257693962E-02,
4.03308949170343E-01,5.07386935376021E-03,-2.98724385737583E-02,
4.03263135098120E-01,7.92437812186145E-03,-3.17106214870346E-02,
4.03200039044600E-01,1.06633911839228E-02,-3.35605067848992E-02,
4.08821652427778E-01,2.99105720391786E-03,-2.83456066891292E-02,
4.08793047268145E-01,5.68820689446914E-03,-3.00218064832476E-02,
4.08743913883680E-01,8.52718326951683E-03,-3.18616067292000E-02,
4.08677923637012E-01,1.12543847342409E-02,-3.37124768804255E-02,
4.23316030543454E-01,4.64775593209514E-03,-2.87272023892193E-02,
4.23277913159863E-01,7.33310217761821E-03,-3.04187051249597E-02,
4.23220349210896E-01,1.01401064064411E-02,-3.22625570341231E-02,
4.23147042595989E-01,1.28346711763377E-02,-3.41157664464681E-02,
4.61579533333694E-01,9.17223136723328E-03,-2.97510624597268E-02,
4.61519045531799E-01,1.18196788257383E-02,-3.14818800434886E-02,
4.61442225397942E-01,1.45360485785176E-02,-3.33338050466441E-02,
4.61352524482770E-01,1.71385623784551E-02,-3.51904261627687E-02,
4.99808717014288E-01,1.38287908270022E-02,-3.07873244705462E-02,
4.99729403066496E-01,1.64359447430285E-02,-3.25549405098734E-02,
4.99637028795921E-01,1.90604437811185E-02,-3.44107540763980E-02,
4.99534518484568E-01,2.15700424135657E-02,-3.62663412155611E-02,
5.38008875768079E-01,1.85560352136734E-02,-3.17652861399687E-02,
5.37913556898827E-01,2.11315645414754E-02,-3.35627706027318E-02,
5.37808410294344E-01,2.36742190914241E-02,-3.54141086096580E-02,
5.37695814497933E-01,2.61002113875806E-02,-3.72612032191431E-02,
5.76188286415587E-01,2.32594905240684E-02,-3.26602990129645E-02,
5.76079293900154E-01,2.58161221884384E-02,-3.44800781768074E-02,
5.75963554727451E-01,2.82898165433812E-02,-3.63193233351134E-02,
5.75843034801862E-01,3.06440104292527E-02,-3.81514347648122E-02,
5.90636683789710E-01,2.50072299154058E-02,-3.29836560307093E-02,
5.90523069425829E-01,2.75610720618304E-02,-3.48113762546844E-02,
5.90403803279240E-01,3.00129560485012E-02,-3.66455000523315E-02,
5.90280760905511E-01,3.23439891064364E-02,-3.84715818417348E-02,
5.96106167172068E-01,2.56610355034739E-02,-3.31065487088643E-02,
5.95990805859307E-01,2.82143053393054E-02,-3.49373553272638E-02,
5.95870197098809E-01,3.06584072883794E-02,-3.67695916079349E-02,
5.95746191593685E-01,3.29811290461034E-02,-3.85934414125944E-02,
5.98176541333252E-01,2.59080918216836E-02,-3.31536750201847E-02,
5.98060526130202E-01,2.84611441379478E-02,-3.49856286665714E-02,
5.97939414848318E-01,3.09023000950648E-02,-3.68171246685640E-02,
5.97815050021280E-01,3.32218763731225E-02,-3.86401032415289E-02,
5.98960239025236E-01,2.60015467134679E-02,-3.31716028194584E-02,
5.98843974897542E-01,2.85545162919594E-02,-3.50039873940784E-02,
5.98722671817940E-01,3.09945567949949E-02,-3.68351993135498E-02,
5.98598169412193E-01,3.33129422526496E-02,-3.86578441493720E-02,
5.99256889421913E-01,2.60369127294148E-02,-3.31784018445567E-02,
5.99140531514816E-01,2.85898510090633E-02,-3.50109490770185E-02,
5.99019156236962E-01,3.10294693124334E-02,-3.68420529176442E-02,
5.98894602137523E-01,3.33474040598324E-02,-3.86645708663659E-02,
5.99369181260980E-01,2.60502986037970E-02,-3.31809773480552E-02,
5.99252783547743E-01,2.86032245236931E-02,-3.50135859870508E-02,
5.99131376754587E-01,3.10426825210864E-02,-3.68446487410342E-02,
5.99006799038899E-01,3.33604461971798E-02,-3.86671184847226E-02,
5.99411689040916E-01,2.60553656026399E-02,-3.31819525636823E-02,
5.99295276697459E-01,2.86082868947594E-02,-3.50145844480816E-02,
5.99173858399229E-01,3.10476842578671E-02,-3.68456316470181E-02,
5.99049272154500E-01,3.33653832224601E-02,-3.86680831404661E-02,
5.99427776602969E-01,2.60572832400479E-02,-3.31823216834017E-02,
5.99311359714667E-01,2.86102028975079E-02,-3.50149623862435E-02,
5.99189938025222E-01,3.10495774248952E-02,-3.68460037184886E-02,
5.99065349483779E-01,3.33672520052343E-02,-3.86684483245125E-02,
